,ds,Unnamed: 1,count,hate_speech,offensive_language,neither,class,tweet,id
3483,td,3511,0,0,0,0,1,&#128563; RT @UBoyRock17: &#128557;&#128557;&#128557; these hoes selfish,
19184,td,19212,0,0,0,0,1,RT @OMGitsBabyJoe: Don't talk behind my back I hate that pussy shit,
1943,c,1963,0,0,0,0,2,Brand New Never worn! Men's Nike Air Jordan 5 Retro Oreo Black Cool Grey sz12 https://t.co/jSPpurmmwm,8.74940994927677E+017
16191,td,16219,0,0,0,0,1,Parker Cannon is lyrically beautiful. That bitch comes up with the best lyrics for his songs. Like fuck man.,
25160,td,25188,0,0,0,0,1,When she wit me got yo bitch open,
10990,td,11018,0,0,0,0,1,Current emotion-Broke ass bitch,
25979,td,26007,0,0,0,0,1,aint shit without my scale bitch i live that bag life,
4720,td,4748,0,0,0,0,1,@ me tho &#8220;@_Mashphatrabbit: This bitch wants to be included so fuckin baldly bruh!!!!&#8221;,
14474,td,14502,0,0,0,0,1,Jealous bitches smh,
15505,td,15533,0,0,0,0,1,My mom is a cunt,
9480,td,9508,0,0,0,0,2,@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr,
7569,td,7597,0,0,0,0,1,@WhereYoHussleAt just to remind yall cuz hoes be acting like they don't know,
9838,td,9866,0,0,0,0,1,A basic bitch will piss me off every single time.,
26517,td,26545,0,0,0,0,1,ion care who my niggas date b if the bitch make you happy and you cool with her then do you,
10124,td,10152,0,0,0,0,1,Am I the only #gay man without a fag hag? I guess I am.,
20086,td,20114,0,0,0,0,1,RT @TheDrugTribe: New Years resolution: smoke more weed make more money fuck more bitches,
16070,td,16098,0,0,0,0,1,One night stand y'all hoes y'all ain't nothing more!,
15215,td,15243,0,0,0,0,1,Maybe I'll love you one day maybe we'll someday grow. Till then just sit your drunk ass on that runway hoe.,
25017,td,25045,0,0,0,0,0,What a fag,
16439,td,16467,0,0,0,0,1,RT @215_Bub: Don't sweat these hoes they come wit the money &#128527;,
23101,td,23129,0,0,0,0,0,Seem like da colored folk be gettin in da way lately. I just sayin,
7477,td,7505,0,0,0,0,1,@TroyAikman shut yo hoe ass up,
2012,c,2032,0,0,0,0,2,@Faedyy @JLychar @regionaIpiIots @coldgirlfeverr @daddyhoseok_twt @Igbtfreelin @immortalbeth It's like as if the fl… https://t.co/egj5yM98s3,8.7499124456441E+017
13354,td,13382,0,0,0,0,1,I swear nobody actually cares about Valentine's day unless they are single &amp; jaded and want to bitch. &#10060;&#11093;&#65039;&#10060;&#11093;&#65039;&#127801;,
5096,td,5124,0,0,0,0,1,@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.,
26753,td,26781,0,0,0,0,0,one day im like harry styles is so hot the next day is who tf is this faggot,
19821,td,19849,0,0,0,0,2,"RT @SportsCenter: ""I&#8217;ve had the greatest job in the world. I got a chance to be the shortstop of the New York Yankees.&#8221; - Derek Jeter http:&#8230;",
25751,td,25779,0,0,0,0,1,You got to be a bad bitch for me trip,
5865,td,5893,0,0,0,0,1,@HunturPls @SteeZeyFLOW nice ears bitch you look like a god damn elephant..,
2447,td,2468,0,0,0,0,1, Keeks is a bitch she curves everyone  lol I walked into a conversation like this. Smh,
7891,td,7919,0,0,0,0,1,@abbywiseman1 haha you were that bitch on our team &#128521;,
1498,c,1518,0,0,0,0,2,Lone Wolf Not terrorist as he's not a Muslim!!!!! https://t.co/aLdS24CNlv,8.75030965164311E+017
12093,td,12121,0,0,0,0,1,Happy birthday nig @Khyzzer1 ! Miss your black ass &#128514;&#128526; #TU,
13604,td,13632,0,0,0,0,1,I'll go to class the last 30 minutes of that hoe,
19411,td,19439,0,0,0,0,1,"RT @RAYCHIELOVESU: No &#8220;@3rdeyechillin: That really happens ?  ""@opnminds: who doesn&#8217;t like it when a random bad bitch hits you up just to s&#8230;",
6072,td,6100,0,0,0,0,1,@JennaHord12 Feels like it's been a year since I seen ya queer lolol,
2733,td,2757,0,0,0,0,1,@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;oooh shit bitches betta stay out da streets,
24358,td,24386,0,0,0,0,2,This being sick is for the birds.,
4851,td,4879,0,0,0,0,1,@AmPowerBlog haha says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would.,
18720,td,18748,0,0,0,0,2,"RT @Loxodonta_s: #News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks"" http://t.co&#8230;",
22529,td,22557,0,0,0,0,2,RT @taylorcaniff: I'm having a date at Yankee Field then getting kiss cam.. #bucketlist,
12840,td,12868,0,0,0,0,1,I guess that OH was a bitch I don't! Ha,
5042,td,5070,0,0,0,0,1,@Bitterchick  Dat means get the fuck out hoe I be thinkin,
25378,td,25406,0,0,0,0,2,With the birds i share this lonely view..,
7880,td,7908,0,0,0,0,1,@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major,
2485,td,2506,0,0,0,0,1, these bitches even worst they'll send them guys for you ,
5963,td,5991,0,0,0,0,2,@ItsMeGrizz dink now uknow thats not true,
3328,td,3356,0,0,0,0,1,#porn#android#iphone#ipad#sex#xxx | #Masturbation | A very hot black tranny is mastu http://t.co/OfGGMLXQAj,
6399,td,6427,0,0,0,0,1,@Lunatic_times omg my mom did it on Christmas once if I hadn't been the hostess that year I would've slit her throat,
21547,td,21575,0,0,0,0,1,RT @i0beyJBieb: @bodycxunt @tuscanjustins No you're a nigger go pick my cotton,
3519,td,3547,0,0,0,0,1,&#8220;@A_Brown_30: Lmao Dylan just got called a pussy by Mr O himself @wagggggie&#8221; takes skill &#128527;&#128170;,
829,c,829,0,0,0,0,2,@AngusCassidy @yasminisyasmin @piersmorgan I don't need to watch the video. I see Islamic terrorism on the news on… https://t.co/tD3MZaGi8u,8.77183596745835E+017
3988,td,4016,0,0,0,0,1,&#8220;@TheDevonClarke: I swear if I see any snow tomorrow.... http://t.co/uesygaQLhx&#8221; bruhh you sound like a basic white bitch,
16496,td,16524,0,0,0,0,2,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,
25234,td,25262,0,0,0,0,1,Who da fuck is yo? Idk nigguh,
4653,td,4681,0,0,0,0,2,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG,
22902,td,22930,0,0,0,0,2,Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR,
17404,td,17432,0,0,0,0,1,"RT @DejaHiott: Fuckin ignorant ass niggas. Don't dm me a video of you counting money n say ""why u so stuck up"" bitch...&#128528;",
4490,td,4518,0,0,0,0,1,' I'm that niggah you can show out in public babbbbbbyyyy &#1041191;&#1043215; lol,
8409,td,8437,0,0,0,0,2,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,
11997,td,12025,0,0,0,0,1,Gov. Rick Scott Kicks Charlie Crist&#8217;s Ass http://t.co/x6kOQsVCUa,
20038,td,20066,0,0,0,0,1,RT @ThatBoyACE71: Vonte not tweeting like a bitch finally,
24219,td,24247,0,0,0,0,1,These hoes don't get me in my feelings one bit.,
7495,td,7523,0,0,0,0,1,@Tylar____ bet hoe,
20478,td,20506,0,0,0,0,1,RT @WellDamnDymo: if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . #Si&#8230;,
7132,td,7160,0,0,0,0,1,"@SicilianInHeels @y3lla lol that's basically like the ""you got too many hoes"" curve",
11793,td,11821,0,0,0,0,1,GTA online today bitch ass niggas,
22768,td,22796,0,0,0,0,1,RT @woohdakidd_74: &#8220;@Shane_A1: I did use to buy 2 tees n wear both dem bitches at the same time&#8221;lame ass lol,
14652,td,14680,0,0,0,0,1,"Kevin hart 4""8 bitch",
7563,td,7591,0,0,0,0,1,@WendyGAv says the pedophile promoting dolt. LMAO #teabagger,
23178,td,23206,0,0,0,0,1,She said aye whass hannin lil bitch lol,
5045,td,5073,0,0,0,0,1,@BittyTang yes. Why protest about sexism then go right home and beg for a guy to beat your pussy up? Im lost at times,
6933,td,6961,0,0,0,0,1,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash,
11823,td,11851,0,0,0,0,0,George michael such a fag,
25172,td,25200,0,0,0,0,2,When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,
18676,td,18704,0,0,0,0,1,RT @LiveAndUncut: the weeknds fans are all the same person to me. half hoe/A quarter gothic/ a quarter hipster,
11480,td,11508,0,0,0,0,2,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,
3429,td,3457,0,0,0,0,1,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass,
10186,td,10214,0,0,0,0,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,
7223,td,7251,0,0,0,0,1,@StudlyDubly Eat my pussy!,
13651,td,13679,0,0,0,0,1,I'm about to get this bitch a cell mate,
15981,td,16009,0,0,0,0,1,Oh shit! &#128557;&#128128; RT @ImDatNigga_Jack: &#8220;@Sherman_King: Dallas trash.&#8221; Your hairline is trash,
10947,td,10975,0,0,0,0,2,Confusing circumstances seem to get in the way of your high ho... More for Virgo http://t.co/nrAAI6dhVx,
25784,td,25812,0,0,0,0,1,You know these hoes is no good when all the singers stop making love songs &#128514;&#128514;,
26326,td,26354,0,0,0,0,1,happy halloween bitches http://t.co/AIXvaTJqxu,
23925,td,23953,0,0,0,0,2,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare,
24707,td,24735,0,0,0,0,1,Truuuuuuuuue RT @kanYeBreast: but bitch u fine tho RT @SheSeauxSaditty: I've been old all my old ass life. And that's fine.,
22948,td,22976,0,0,0,0,1,Reminiscin on my swinger days when I drove a Caddy and my bitch sported a finger wave,
10803,td,10831,0,0,0,0,1,Can't worry bout a bitch that ain't worried bout me,
5764,td,5792,0,0,0,0,1,"@HOGANnoHulk_ @Lov3Tadaisha Terrance you wanna be one of my ""hoes"" &#128514;&#9995;",
14931,td,14959,0,0,0,0,2,Lmao the shovel video is pretty awesome she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.,
24540,td,24568,0,0,0,0,1,This nigga on the train treating his bitch over the phone lmao,
21753,td,21781,0,0,0,0,2,RT @janesports: As NFL reportedly asks bird-flipping M.I.A. for another $15M let's revisit @SarahSpain's column on ridiculousness: http://&#8230;,
11644,td,11672,0,0,0,0,1,Fuc u say ? &#8220;@AyyyeThatsChubb: All these hoes look good on IG&#8221; http://t.co/PlsFL84cDp,
15910,td,15938,0,0,0,0,1,Now a neighborhood nigga like me ain't supposed to get no pussy like this,
26321,td,26349,0,0,0,0,1,happy birthday my nigguh @Dee_gotnoHOES,
24060,td,24088,0,0,0,0,1,The way I see it.... you bitches are fake by affiliation ..!,
13977,td,14005,0,0,0,0,2,If i wasn't a Yankee fan i probably would be a SF Giants fan LOL,
6258,td,6286,0,0,0,0,1,@KingEgo if I can get this bitch to go --&gt;&gt; @Wisdom_Stature,
353,c,353,0,0,0,0,0,#FoxNewsSpecialists #NoRefugees that are muslim.,8.77638542729421E+017
15844,td,15872,0,0,0,0,1,"No. She's gonna sit tf down &amp; text her ""hoes."" She's not gonna care about what you're doing.",
15348,td,15376,0,0,0,0,1,Moving has been a bitch this weekend,
20524,td,20552,0,0,0,0,1,RT @WorldStarBests: Resisting the urge to smack a bitch http://t.co/IhQgu7dP5m,
24886,td,24914,0,0,0,0,1,Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.,
24470,td,24498,0,0,0,0,2,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk. Find out why here &#8594; http://t.co/GI9On86iGV http://t.co/HlKDTSgKwU,
20760,td,20788,0,0,0,0,1,RT @_POCAPetite: stick by his side and don't give his pussy up . .,
14850,td,14878,0,0,0,0,1,Like bad kids bitch we reckless.,
13620,td,13648,0,0,0,0,1,I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business &#128129;,
4275,td,4303,0,0,0,0,1,&#8220;@lovelyatotheb: This guy said he's slept with 300 girls.. Oh ok let me puke now.&#8221;I know a girl that had 70 dudes slut/whore not hoe,
21868,td,21896,0,0,0,0,1,RT @kid_nipsey_400: bitch you not cute  you just photogenic &#128514;,
15267,td,15295,0,0,0,0,1,"Met this bitch online. Call her my ""e-bae""",
5359,td,5387,0,0,0,0,1,@DJ_Workmann @BigMoneyNiquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan,
6390,td,6418,0,0,0,0,2,@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.,
22843,td,22871,0,0,0,0,1,RT @youngscrap: I sent that bitch a smiley face bitches love smiley faces &#128515;,
3571,td,3599,0,0,0,0,1,&#8220;@BillieBoyMitch: @VSamone man I was bouta text all the bitches that ever told me that &#128514;&#8221;lmao you should,
16345,td,16373,0,0,0,0,1,Procrastination is really a bitch.,
14335,td,14363,0,0,0,0,1,It seem like Cory talked to 75% of all indianapolis hoes &#128514;&#128514;&#128514; nbs,
10520,td,10548,0,0,0,0,1,Bitches so stupid!!! Yal can't know how I'm bouta start popping bitches,
26014,td,26042,0,0,0,0,2,anybody want to take me to pollo?,
11066,td,11094,0,0,0,0,1,Damn this bitch nasty lol,
18547,td,18575,0,0,0,0,2,RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights,
14054,td,14082,0,0,0,0,1,If you attractive people just gone up and assume you got hoes,
17500,td,17528,0,0,0,0,1,"RT @DubTheProducer: ""@VSamone: Dudes probably just think eating pussy is sucking on pussy lips &#128530;"" lmaoo",
13710,td,13738,0,0,0,0,1,I'm going thru it my bitch ain't even my bitch she let the whole team hit,
25932,td,25960,0,0,0,0,2,Your grammar is trash.,
15991,td,16019,0,0,0,0,1,Oh bitch!!! #Scandal,
23681,td,23709,0,0,0,0,1,Switch A Roo yo hoe let me hit her,
6187,td,6215,0,0,0,0,1,@Kaayyllee_ bitch. &#128530;,
8451,td,8479,0,0,0,0,1,"@ghostattics translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending""",
23957,td,23985,0,0,0,0,1,The bitch got some nerve,
21479,td,21507,0,0,0,0,1,RT @glowstruck: I think pats trying to say his pussy is too bombed....idk,
7,c,7,0,0,0,0,0,No to #propaganda 👎 More here: https://t.co/KxvY72CZ5d #MoreThanARefugee - true version #RefugeesNotWelcome https://t.co/3vYUCLiups,8.77572889788248E+017
5331,td,5359,0,0,0,0,1,@CountryRedBelle I thought you'd get the hint that we know you're a fake cunt and delete your fake account.,
1255,c,1275,0,0,0,0,2,@piersmorgan Islam existed for 1400 years. Terrorism in the name of Islam started around Iraq war time. Nobody had problems with Islam then.,8.7722872954146E+017
12556,td,12584,0,0,0,0,1,I can't handle when people give me an attitude I dead them so quick. Like why do you have to be a nasty bitch,
3958,td,3986,0,0,0,0,1,&#8220;@Southern_Giant: &#8220;@KingShelton_: Dumb bitch award goes too .... http://t.co/IubL31QN6Y&#8221; &#128557;&#8221; that's all you Uncle Sam !!!,
23363,td,23391,0,0,0,0,1,So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol,
2090,c,2110,0,0,0,0,2,Muslim girl neha khan fucking with kufr hindu https://t.co/4HV1U3Buqk,8.75028804636488E+017
290,c,290,0,0,0,0,0,RT @NetworksManager: Muslims targeting little kids becoming daily trend as they storm another school n Philippines We gotta #BanIslam #DC h…,8.77916175027511E+017
20860,td,20888,0,0,0,0,1,RT @_ayejayydoe: This hoe never called me like she said @UglyAssAyeKay,
19868,td,19896,0,0,0,0,1,RT @SteveStfler: Can't trust a bitch who lets the microwave hit 0 she doesn't care about her life...she probably jumps on the lava part of&#8230;,
8021,td,8049,0,0,0,0,1,@bbluedreamm @chris_cruz1 @Hunglikerobby_ Kenna stfu? Quit bein a bitch I was tellin Robby to stop?! God.,
26470,td,26498,0,0,0,0,1,if ah nigga beefing wit u dey gon try to fuck ur bitch just to kill u slower....,
9922,td,9950,0,0,0,0,0,Accept your flaws and imperfections because that's what makes you YOU! See I'm a fuck small dick faggot with parents who don't love me.,
19026,td,19054,0,0,0,0,2,RT @NYeoman: Jets Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?,
4235,td,4263,0,0,0,0,2,&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt,
21966,td,21994,0,0,0,0,1,RT @lildurk_: Seem like dese bitches ain't loyal,
17255,td,17283,0,0,0,0,1,RT @CurrenSy_Spitta: All that high fashion leather gear u wearin to impress a bitch..I got at her wit a dickie shirt and some Adidas slides&#8230;,
17846,td,17874,0,0,0,0,1,RT @HG_Shit: @1BookieG I just fucked yo bitch bruh.. I tried not to tho,
10992,td,11020,0,0,0,0,1,"Currently listening to ""The Imperial March""   Traditionally only played when preparing to slash bitches.",
14268,td,14296,0,0,0,0,1,Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho &#128553;&#128074;&#128522;&#128299;&#128591;&#128079;&#128530;&#9996;&#65039;,
18611,td,18639,0,0,0,0,1,RT @LetMeLive305 Stevie J playa of the yr tho #LHHATLREUNION/He ain't no player!He stands SOLID behind his bullshit and bitches respect that,
7986,td,8014,0,0,0,0,1,@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...,
20613,td,20641,0,0,0,0,1,RT @YouCanHaveHer: You either gay or straight don't talk to me bitch please &#9996;,
19854,td,19882,0,0,0,0,1,"RT @StephyRae7: pussies wanna use ""royal icing"" for their gingerbread houses...fuck that...ima use my homemade cream cheese frosting.",
6978,td,7006,0,0,0,0,0,"@RileyCooper_14 so your a ""nigger"" fighter huh",
5923,td,5951,0,0,0,0,1,@ImToBlame bitch you opulent as fuck refrain from conversing upon matters of the middle class.,
14705,td,14733,0,0,0,0,1,LMAO what a comeback. &#8220;@somethinzfuckee: @0beyYourMaster @traybonmartin says the twat with the sides of her head shaved like a damn asshole.,
8178,td,8206,0,0,0,0,1,@clfrew27 ill slap a hoe,
6014,td,6042,0,0,0,0,1,@J_Kwest No Cpt Commando is a hoe and a cocksucker,
16672,td,16700,0,0,0,0,2,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,
20319,td,20347,0,0,0,0,2,RT @TyDunne: Have to go with the slant pass to your outside linebacker in that situation.,
22530,td,22558,0,0,0,0,1,RT @taylorlopez96: &#8220;@harleighpurolla: You are the biggest two faced bitch I have ever met.&#8221; You won't @ her,
14503,td,14531,0,0,0,0,2,Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t,
18656,td,18684,0,0,0,0,0,RT @Lil_A47: @Vonteeeeee typical coon activity,
15492,td,15520,0,0,0,0,1,My main bitch and my side bitch mad at me I could give two fucks.... all I need is two cups,
8299,td,8327,0,0,0,0,2,@dminion25 it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,
13717,td,13745,0,0,0,0,1,I'm gonna go ape shit if there is an IF Uchida,
10061,td,10089,0,0,0,0,1,All these bitches love Mosa sippin on the coca,
25463,td,25491,0,0,0,0,1,Y'all hoes believe anything though,
12480,td,12508,0,0,0,0,0,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer",
26856,td,26884,0,0,0,0,1,skinny young nigga n im finer than my bitch,
22901,td,22929,0,0,0,0,1,Raunchy ass to pussy action with Sakurako offering up her holes for&#160;use http://t.co/9elp4XyE9D,
9410,td,9438,0,0,0,0,2,@savannahx___ negative slopes aka a chart of my grades in math,
25263,td,25291,0,0,0,0,2,Whoever made these brownies and cookies belongs in heaven,
8714,td,8742,0,0,0,0,2,@jordan_luree @NatalieSchroyer me or nat!? &#128514;&#128514; def not me with that shiner,
16942,td,16970,0,0,0,0,1,RT @Brownskinn_19: Can't trust none of these bitches DON'T trust none of these hoes &#9995;,
4031,td,4059,0,0,0,0,2,&#8220;@WORSTRAPLYRlCS: http://t.co/hE19TIfqFX&#8221;  How is this trash...,
2375,c,2396,0,0,0,0,2,gay marriage may be legal in most countries but homophobia is well and alive alison dilaurentis can't fuck emily fields in her own home,8.74804879876915E+017
14640,td,14668,0,0,0,0,1,Kawasaki dating a faggot smh,
19230,td,19258,0,0,0,0,1,RT @OhhMyyTodd: &#8220;@ItsNotHarold: I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; this one not up for debate,
3884,td,3912,0,0,0,0,1,&#8220;@Officialzyon777: When the pussy stank http://t.co/D6iRWMInqo&#8221;,
19755,td,19783,0,0,0,0,1,RT @SirStern: Claim whatever part of her u please fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy &#8230;,
6498,td,6526,0,0,0,0,1,@Me_NOindirect bitch stop harassing me!!!!!!!,
19928,td,19956,0,0,0,0,1,RT @Swishas_Erbs: &#8220;@Vonteeeeee: 90% of the black girls at my school are ghetto AF&#8221; 98.6%,
22551,td,22579,0,0,0,0,2,RT @thachosenkid321: @DonQuixtote he trash tbh #StartMikeVike,
25866,td,25894,0,0,0,0,1,You unfollowed me? You dumb cunt!! Jk..I don't blame you.,
10428,td,10456,0,0,0,0,1,Benzino is a bitch point blank period,
18124,td,18152,0,0,0,0,1,RT @JAYREIDOFFICIAL: Check out JOY and PAIN my nicca @Im_Yung_Jay #mme1636 #blackkingz https://t.co/EZuQc2KnYG,
123,c,123,0,0,0,0,0,@EngageTheRebels #banislam in US before this happens,8.77908134106288E+017
1405,c,1425,0,0,0,0,2,It's islamaphobia but it's also the evil organization ICE and a poor immigrant.....liberals will lose there minds… https://t.co/dbuQvcRbMm,8.77183572708385E+017
11756,td,11784,0,0,0,0,1,Fucking douche bro. You're a fag,
16757,td,16785,0,0,0,0,1,RT @Bayonettes: When you tweet som'n just for laughs &amp; a bitch wanna spoil the fun by getting Serious.. &#128530;&#128530; http://t.co/9LD1HWz1BU,
11152,td,11180,0,0,0,0,1,Did he say wayne chung bitch ?,
13175,td,13203,0,0,0,0,1,I masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before I get to look at it!,
9977,td,10005,0,0,0,0,1,Aint this a bitch! The power out from this shit.,
12659,td,12687,0,0,0,0,1,I don't love my hoes I love a couple not all &#128514;&#128514;,
19306,td,19334,0,0,0,0,2,RT @PattyChocMilk: #teabagger math http://t.co/lOiZi6fM6U,
24474,td,24502,0,0,0,0,0,This girl is retarded,
9704,td,9732,0,0,0,0,1,@wednesdaydreams I wanted to see that but I like trash sometimes lol,
10612,td,10640,0,0,0,0,1,Bring a niggah some icecream,
1768,c,1788,0,0,0,0,2,@Matt_Beatty_19 @ReevesVA It's like an anti-gay twofer. #loser,8.74875478083064E+017
27095,td,27123,0,0,0,0,1,what's wrong with bitches fuck nigga,
24816,td,24844,0,0,0,0,1,Unemployed niggas get the most bitches #FACTDONTARGUE,
18274,td,18302,0,0,0,0,2,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,
1243,c,1263,0,0,0,0,2,every terrorist has a mental health problem https://t.co/iM9ByA4rmT,8.77290621232439E+017
7739,td,7767,0,0,0,0,0,@_IAMKEN fuck Brett Farve redneck ass he stuckup he don't give a damn lol he be on campus acting like he the shit,
9214,td,9242,0,0,0,0,1,@nsanemujer @surfboard101 fuck you both bitches.,
20828,td,20856,0,0,0,0,1,RT @____Quinn: When you thinking about killing a bitch http://t.co/bT7hf28U0d,
10154,td,10182,0,0,0,0,1,And by YALL I mean.... Whoever running back telling tunchi wtf I'm doing that's not my nigga dog niggas nd bitches &#128175;,
18567,td,18595,0,0,0,0,1,RT @LameAssNerd: Braxton Curti a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,
16550,td,16578,0,0,0,0,1,RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha &#128536;&#128536;and no mi joda w ur bitch waaa &#128514;&#128514;,
900,c,900,0,0,0,0,2,I'm sick. Officer Yanez is a murderer that should have never been be in uniform. How many black men will die before… https://t.co/h5RnKapBnU,8.77301828442042E+017
4410,td,4438,0,0,0,0,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/iuCRWOfDts,
2255,c,2276,0,0,0,0,2,@eparitosh @RanaAyyub They are trying to show that defending  against islam🏴 is terrorism . LOL😂. Thats the reason… https://t.co/sEGM9NbakU,8.74987513726648E+017
3769,td,3797,0,0,0,0,1,&#8220;@JennerAcosta: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're a bitch for denying them pussy,
2806,td,2830,0,0,0,0,2,@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT #History #Photography,
2681,td,2705,0,0,0,0,2,@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah &#128514;&#128514;&#128514;,
18578,td,18606,0,0,0,0,2,RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never ever getting ANY Valentin&#8230;,
24585,td,24613,0,0,0,0,1,This was my Chit shake that monkey beeotch http://t.co/OOmruo1obI,
10087,td,10115,0,0,0,0,1,All you bitches thirsty hella worried about IG,
10500,td,10528,0,0,0,0,1,Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu,
3960,td,3988,0,0,0,0,1,&#8220;@SouthsideVic: What if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on?&#8221; &#128514;&#128514;,
3314,td,3342,0,0,0,0,1,#porn#android#iphone#ipad#sex#xxx | #HandJob | Hand job and cum on rubber pussy http://t.co/zGcnmR2kLA,
19014,td,19042,0,0,0,0,2,RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied 17-17.,
7315,td,7343,0,0,0,0,1,@That1guyJeff that just happened to be the year WE lost a one game playoff to them bitches from the bitch ass twin bitches. Lucky for you.,
26387,td,26415,0,0,0,0,1,http://t.co/bPU86qzYFt Crystal Star &#8211; Leggy and playful babe Crystal Star spreads her pussy for&#160;you http://t.co/lFKqRC0zXn,
11263,td,11291,0,0,0,0,2,Done for the Yankees,
22123,td,22151,0,0,0,0,2,RT @missmollylo: Charlie wears women's clothing,
19292,td,19320,0,0,0,0,1,RT @PacmansBack: I don't even delete my typos it is what it is bitch,
9195,td,9223,0,0,0,0,1,@nick_scott25 sounds about right to many dumb bitches work there welcome to my life,
26760,td,26788,0,0,0,0,1,one time for the illest bitch alive,
10852,td,10880,0,0,0,0,2,Charlie Crist outlawed hated rediculed and vilified for shaking the President's hand. What a country! What a democracy!,
23627,td,23655,0,0,0,0,1,Stupid bitch &#128545;,
10193,td,10221,0,0,0,0,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(,
23615,td,23643,0,0,0,0,1,Stress stress go away. Come again never you fucking bitch,
17326,td,17354,0,0,0,0,1,RT @DaRealDip: A bitch can look like a million dollars wit sum garbage ass pussy,
24192,td,24220,0,0,0,0,1,These hoes a fool too http://t.co/VSzbNDU4K0,
16641,td,16669,0,0,0,0,2,RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin a murdered k&#8230;,
